from,to,interaction_type
PLCB3_S1105,PLCB3,phosphosite-protein
PLCB3_S1105,PLCB3,phosphosite-protein
PLCB1,PLCB3,protein-protein
CDK1,CETN2_S20,kinase-substrate
NEK2,CETN2_S20,kinase-substrate
CDK2,COPB2_S859,kinase-substrate
SGK1,NDRG2_S346,kinase-substrate
CDK4,CDK12_T692,kinase-substrate
PAK1,TGFB1I1_S403,kinase-substrate
TGFBR2,TGFB1I1_S403,kinase-substrate
ADRBK1,TGFB1I1_S403,kinase-substrate
CDK5,PPP1R9A_S95,kinase-substrate
CDK1,APC_T1438,kinase-substrate
MAPK3,APC_T1438,kinase-substrate
GSK3B,APC_T1438,kinase-substrate
GSK3A,APC_T1438,kinase-substrate
NEK2,APC_T1438,kinase-substrate
MAPK1,APC_T1438,kinase-substrate
CSNK1E,APC_T1438,kinase-substrate
STK11,APC_T1438,kinase-substrate
TTK,APC_T1438,kinase-substrate
MTOR,WNK1_S2032,kinase-substrate
MAP4K6,PKP4_T1017,kinase-substrate
CHEK1,XRCC6_S477,kinase-substrate
PRKDC,XRCC6_S477,kinase-substrate
MAPK3,ARHGEF2_T679,kinase-substrate
MAPK1,ARHGEF2_T679,kinase-substrate
PRKG1,SPP1_S26,kinase-substrate
PRKG1,SPP1_S27,kinase-substrate
CSNK2A2,SPP1_S26,kinase-substrate
CSNK2A2,SPP1_S27,kinase-substrate
CSNK2A1,SPP1_S26,kinase-substrate
CSNK2A1,SPP1_S27,kinase-substrate
NOP56_S570,NOP56,phosphosite-protein
NOP56_S520,NOP56,phosphosite-protein
DKC1,NOP56,protein-protein
RPS6,NOP56,protein-protein
GNAZ,GNG2,protein-protein
GNG2_T52,GNG2,phosphosite-protein
GNG2_T52,GNG2,phosphosite-protein
GNG2_T52,GNG2,phosphosite-protein
GSK3B,CTNND2_S537,kinase-substrate
GSK3A,CTNND2_S537,kinase-substrate
ADRBK1,AKAP12_S19,kinase-substrate
MAPK3,ZNF148_S412,kinase-substrate
MAPK3,GAB2_S141,kinase-substrate
MAPK1,GAB2_S141,kinase-substrate
CDK5,CABLES1,protein-protein
CABLES1_S313,CABLES1,phosphosite-protein
CABLES1_S313,CABLES1,phosphosite-protein
CAMK2D,SYN1_S665,kinase-substrate
CAMK2G,SYN1_S665,kinase-substrate
CAMK2B,SYN1_S665,kinase-substrate
PRKCE,SYN1_S665,kinase-substrate
PAK2,SYN1_S665,kinase-substrate
PAK3,SYN1_S665,kinase-substrate
CAMK1,SYN1_S665,kinase-substrate
ARAF,SYN1_S665,kinase-substrate
PAK1,SYN1_S665,kinase-substrate
MDC1,TP53BP1,protein-protein
HDAC1,MTA1,protein-protein
MAPK1,STAT3,protein-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT3_S727,STAT3,phosphosite-protein
STAT1,STAT3,protein-protein
HSP90AA1,STAT3,protein-protein
STAT5B,STAT3,protein-protein
STMN1,STAT3,protein-protein
EGFR,STAT3,protein-protein
SRC,STAT3,protein-protein
CDK1,NCOR1_S2184,kinase-substrate
HIPK2,NCOR1_S2184,kinase-substrate
CHUK,NCOR1_S2184,kinase-substrate
CLK1,NCOR1_S2184,kinase-substrate
AURKA,NCOR1_S2184,kinase-substrate
PRKDC,HNRNPA1_S6,kinase-substrate
PKP2,GJA1,protein-protein
SETD2,HTT,protein-protein
MTOR,YY1,protein-protein
HDAC2,YY1,protein-protein
RPTOR,YY1,protein-protein
YY1_S247,YY1,phosphosite-protein
CLK1,SRRM2_S1762,kinase-substrate
CDK1,ZC3HC1_S321,kinase-substrate
PSMF1,C00188,protein-small_molecule
PSMA3,C00188,protein-small_molecule
PSMA5,C00188,protein-small_molecule
PSMD1,C00188,protein-small_molecule
PSMD2,C00188,protein-small_molecule
PRKACA,HSPA1B_S418,kinase-substrate
PXN,PARVA,protein-protein
PARVA_S19,PARVA,phosphosite-protein
PARVA_S19,PARVA,phosphosite-protein
ACTR2,BMPR2_S862,kinase-substrate
ACVR2B,BMPR2_S862,kinase-substrate
SUGT1_T265,SUGT1,phosphosite-protein
SUGT1_T265,SUGT1,phosphosite-protein
HSP90AB1,SUGT1,protein-protein
HSP90AA1,SUGT1,protein-protein
CDK1,PIK3C2A_S259,kinase-substrate
PRKCB,PRKCE_S316,kinase-substrate
IKBKB,PRKCE_S316,kinase-substrate
RAF1,PRKCE_S316,kinase-substrate
CHUK,PRKCE_S316,kinase-substrate
PAK4,PRKCE_S316,kinase-substrate
PRKCD,PRKCE_S316,kinase-substrate
PRKCZ,PRKCE_S316,kinase-substrate
PRKCA,PRKCE_S316,kinase-substrate
PRKCE,PRKCE_S316,kinase-substrate
PAK2,PRKCE_S316,kinase-substrate
ARAF,PRKCE_S316,kinase-substrate
PRKCH,PRKCE_S316,kinase-substrate
PRKCT,PRKCE_S316,kinase-substrate
CSNK2A1,EIF5B_S190,kinase-substrate
CLK1,SRRM2_S2702,kinase-substrate
AKT1,PTGES3,protein-protein
MTOR,PTGES3,protein-protein
HSP90AB1,PTGES3,protein-protein
HNRNPC,PTGES3,protein-protein
HSP90AA1,PTGES3,protein-protein
DKC1,PTGES3,protein-protein
VCP,PTGES3,protein-protein
NCL,PTGES3,protein-protein
CDC37,PTGES3,protein-protein
TSC1,PTGES3,protein-protein
PTGES3_S113,PTGES3,phosphosite-protein
PTGES3_S113,PTGES3,phosphosite-protein
PTGES3_S148,PTGES3,phosphosite-protein
PTGES3_S148,PTGES3,phosphosite-protein
PTGES3_S148,PTGES3,phosphosite-protein
PTGES3_S151,PTGES3,phosphosite-protein
PTGES3_S151,PTGES3,phosphosite-protein
RPS6KB1,PTGES3,protein-protein
MAPK3,PRKCA_S319,kinase-substrate
MAPK1,PRKCA_S319,kinase-substrate
IKBKB,PRKCA_S319,kinase-substrate
RAF1,PRKCA_S319,kinase-substrate
PRKG1,PRKCA_S319,kinase-substrate
MAPK7,PRKCA_S319,kinase-substrate
PDK2,PRKCA_S319,kinase-substrate
PDK1,PRKCA_S319,kinase-substrate
ARAF,PRKCA_S319,kinase-substrate
MAPKAP1,DEPTOR,protein-protein
AXIN1,CTNND1,protein-protein
TCEA1,SUPT5H,protein-protein
IWS1,SUPT5H,protein-protein
GTF2F2,SUPT5H,protein-protein
SUPT5H_S666,SUPT5H,phosphosite-protein
SUPT5H_S666,SUPT5H,phosphosite-protein
SUPT5H_S666,SUPT5H,phosphosite-protein
SUPT5H_S666,SUPT5H,phosphosite-protein
CHUK,NCOR1_S2438,kinase-substrate
AURKA,NCOR1_S2438,kinase-substrate
ADRBK1,NCOR1_S2438,kinase-substrate
CSNK2A1,NCOR1_S2438,kinase-substrate
SRRM2,SRRM1,protein-protein
SRSF1,SRRM1,protein-protein
SRRM1_S209,SRRM1,phosphosite-protein
SRRM1_S560,SRRM1,phosphosite-protein
SRRM1_S389,SRRM1,phosphosite-protein
SRRM1_S773,SRRM1,phosphosite-protein
SRRM1_S773,SRRM1,phosphosite-protein
SRRM1_S616,SRRM1,phosphosite-protein
SRRM1_S769,SRRM1,phosphosite-protein
SRRM1_T406,SRRM1,phosphosite-protein
SRRM1_T572,SRRM1,phosphosite-protein
SRRM1_T574,SRRM1,phosphosite-protein
SRRM1_S450,SRRM1,phosphosite-protein
SRRM1_T581,SRRM1,phosphosite-protein
MAPK3,PRKCG_S690,kinase-substrate
GSK3A,PRKCG_S690,kinase-substrate
MAPK1,PRKCG_S690,kinase-substrate
RAF1,PRKCG_S690,kinase-substrate
ARAF,PRKCG_S690,kinase-substrate
CLK1,SRRM2_S2046,kinase-substrate
PRKCG,PLCB1_S978,kinase-substrate
PRKCD,PLCB1_S978,kinase-substrate
ADRBK1,PLCB1_S978,kinase-substrate
AKT1,NF1_S2599,kinase-substrate
RAF1,NF1_S2599,kinase-substrate
CSNK1D,PCM1_S1768,kinase-substrate
MAPK3,DNAJC6_S11,kinase-substrate
HDAC1,SIN3A,protein-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
CDKN1B_S10,CDKN1B,phosphosite-protein
YWHAE,CDKN1B,protein-protein
YWHAQ,CDKN1B,protein-protein
YWHAZ,CDKN1B,protein-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
CDKN1B_S178,CDKN1B,phosphosite-protein
MAPK3,KSR2_T272,kinase-substrate
MAPK1,KSR2_T272,kinase-substrate
RAF1,KSR2_T272,kinase-substrate
MAP2K1,KSR2_T272,kinase-substrate
CDK1,PRKAG2_S219,kinase-substrate
PRKAA2,PRKAG2_S219,kinase-substrate
PRKAA1,PRKAG2_S219,kinase-substrate
PTK2B,PI4KB,protein-protein
PI4KB_S266,PI4KB,phosphosite-protein
ACBD3,PI4KB,protein-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_T150,MARCKS,phosphosite-protein
MARCKS_S147,MARCKS,phosphosite-protein
MARCKS_S147,MARCKS,phosphosite-protein
MARCKS_S145,MARCKS,phosphosite-protein
MARCKS_S132,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
MARCKS_S170,MARCKS,phosphosite-protein
CAMK2B,MARCKS,protein-protein
MARCKS_S134,MARCKS,phosphosite-protein
MARCKS_S131,MARCKS,phosphosite-protein
MARCKS_T133,MARCKS,phosphosite-protein
MARCKS_S46,MARCKS,phosphosite-protein
MARCKS_S46,MARCKS,phosphosite-protein
MARCKS_S128,MARCKS,phosphosite-protein
MARCKS_S128,MARCKS,phosphosite-protein
MARCKS_S128,MARCKS,phosphosite-protein
MARCKS_S262,MARCKS,phosphosite-protein
MARCKS_S262,MARCKS,phosphosite-protein
MARCKS_S262,MARCKS,phosphosite-protein
MARCKS_S118,MARCKS,phosphosite-protein
MARCKS_S118,MARCKS,phosphosite-protein
MARCKS_S118,MARCKS,phosphosite-protein
MARCKS_S77,MARCKS,phosphosite-protein
MARCKS_S135,MARCKS,phosphosite-protein
MARCKS_S135,MARCKS,phosphosite-protein
MARCKS_S135,MARCKS,phosphosite-protein
MARCKS_T120,MARCKS,phosphosite-protein
MARCKS_S26,MARCKS,phosphosite-protein
MARCKS_S26,MARCKS,phosphosite-protein
MARCKS_S26,MARCKS,phosphosite-protein
MARCKS_S26,MARCKS,phosphosite-protein
MARCKS_S27,MARCKS,phosphosite-protein
MARCKS_S27,MARCKS,phosphosite-protein
MARCKS_S81,MARCKS,phosphosite-protein
MARCKS_S81,MARCKS,phosphosite-protein
CDK1,SIRT2_S368,kinase-substrate
CDK2,SIRT2_S368,kinase-substrate
CSNK1D,SIRT2_S368,kinase-substrate
HNRNPA1_S95,HNRNPA1,phosphosite-protein
HNRNPA1_S95,HNRNPA1,phosphosite-protein
HNRNPA1_S368,HNRNPA1,phosphosite-protein
HNRNPA1_S368,HNRNPA1,phosphosite-protein
HNRNPA1_S368,HNRNPA1,phosphosite-protein
HNRNPA1_S6,HNRNPA1,phosphosite-protein
HNRNPU,HNRNPA1,protein-protein
HNRNPC,HNRNPA1,protein-protein
KHDRBS1,HNRNPA1,protein-protein
HNRNPD,HNRNPA1,protein-protein
HNRNPK,HNRNPA1,protein-protein
GSK3B,CTNND1_S864,kinase-substrate
CSNK1A1,CTNND1_S864,kinase-substrate
NEK1,HERC1_S2710,kinase-substrate
CDK1,NFYA_S326,kinase-substrate
CDK2,NFYA_S326,kinase-substrate
GSK3A,NFYA_S326,kinase-substrate
TERF2_S365,TERF2,phosphosite-protein
TERF2IP,TERF2,protein-protein
XRCC6,TERF2,protein-protein
CLK1,SRRM2_S1764,kinase-substrate
HIPK2,RFFL_S229,kinase-substrate
NSFL1C_S140,NSFL1C,phosphosite-protein
VCP,NSFL1C,protein-protein
SIN3B,SIN3A,protein-protein
EIF4E,NCBP1,protein-protein
NCBP1_S7,NCBP1,phosphosite-protein
CDK7,LEO1_S630,kinase-substrate
CSNK2A1,LEO1_S630,kinase-substrate
CAMK2D,AKAP11_S1171,kinase-substrate
CSNK2A1,IWS1_S511,kinase-substrate
CSNK2A1,IWS1_S513,kinase-substrate
CDK2,LSM11_S21,kinase-substrate
CLK1,SRRM2_S2042,kinase-substrate
CDK2,PELP1_S477,kinase-substrate
CDK4,PELP1_S477,kinase-substrate
NCOR2,SIN3A,protein-protein
HDAC2,WDR77,protein-protein
WDR77_T5,WDR77,phosphosite-protein
WDR77_T5,WDR77,phosphosite-protein
GATAD2B,WDR77,protein-protein
CLK1,SRRM2_S2044,kinase-substrate
CDK2,TNKS1BP1_S691,kinase-substrate
CSNK1E,YWHAZ_S207,kinase-substrate
MARK3,YWHAZ_S207,kinase-substrate
RAF1,YWHAZ_S207,kinase-substrate
CSNK1A1,YWHAZ_S207,kinase-substrate
CSNK1G1,YWHAZ_S207,kinase-substrate
MAPK7,YWHAZ_S207,kinase-substrate
CAMK4,YWHAZ_S207,kinase-substrate
CSNK1G2,YWHAZ_S207,kinase-substrate
PKD1,YWHAZ_S207,kinase-substrate
TLK2,YWHAZ_S207,kinase-substrate
CSNK1G3,YWHAZ_S207,kinase-substrate
MAP2K1,YWHAZ_S207,kinase-substrate
PRKCI,YWHAZ_S207,kinase-substrate
MARK1,YWHAZ_S207,kinase-substrate
MARK4,YWHAZ_S207,kinase-substrate
ARAF,YWHAZ_S207,kinase-substrate
RPS6KA2,YWHAZ_S207,kinase-substrate
CSNK1D,YWHAZ_S207,kinase-substrate
HNRNPU_S59,HNRNPU,phosphosite-protein
HNRNPU_S59,HNRNPU,phosphosite-protein
HNRNPA1,HNRNPU,protein-protein
HNRNPD,HNRNPU,protein-protein
HNRNPK,HNRNPU,protein-protein
GSK3B,GSK3A_T84,kinase-substrate
GSK3A,GSK3A_T84,kinase-substrate
CSNK1G1,GSK3A_T84,kinase-substrate
PDK1,GSK3A_T84,kinase-substrate
PSMF1_S153,PSMF1,phosphosite-protein
PSMF1_S153,PSMF1,phosphosite-protein
PSMF1_S153,PSMF1,phosphosite-protein
PSMF1_S152,PSMF1,phosphosite-protein
PSMF1_S152,PSMF1,phosphosite-protein
PSMF1_S152,PSMF1,phosphosite-protein
PSMF1_S152,PSMF1,phosphosite-protein
PSMF1_T251,PSMF1,phosphosite-protein
PSMF1_T251,PSMF1,phosphosite-protein
PSMF1_T251,PSMF1,phosphosite-protein
PSMF1_S252,PSMF1,phosphosite-protein
PSMF1_S252,PSMF1,phosphosite-protein
PSMF1_S252,PSMF1,phosphosite-protein
PSMA5,PSMF1,protein-protein
NUP214,NUP210,protein-protein
RANBP2,NUP210,protein-protein
RANGAP1,NUP210,protein-protein
NUP153,NUP210,protein-protein
NUP210_T1844,NUP210,phosphosite-protein
EMD,BCLAF1,protein-protein
THRAP3,BCLAF1,protein-protein
BCLAF1_S648,BCLAF1,phosphosite-protein
BCLAF1_S290,BCLAF1,phosphosite-protein
BCLAF1_S496,BCLAF1,phosphosite-protein
BCLAF1_S177,BCLAF1,phosphosite-protein
BCLAF1_S287,BCLAF1,phosphosite-protein
BCLAF1_S512,BCLAF1,phosphosite-protein
BCLAF1_S285,BCLAF1,phosphosite-protein
BCLAF1_S658,BCLAF1,phosphosite-protein
BCLAF1_S531,BCLAF1,phosphosite-protein
BCLAF1_S531,BCLAF1,phosphosite-protein
BCLAF1_S102,BCLAF1,phosphosite-protein
BCLAF1_S104,BCLAF1,phosphosite-protein
BCLAF1_S104,BCLAF1,phosphosite-protein
BCLAF1_S222,BCLAF1,phosphosite-protein
BCLAF1_S760,BCLAF1,phosphosite-protein
BCLAF1_S161,BCLAF1,phosphosite-protein
BCLAF1_S268,BCLAF1,phosphosite-protein
BAIAP2,WASL,protein-protein
DNM2,WASL,protein-protein
ITSN1,WASL,protein-protein
NCK1,WASL,protein-protein
ABI1,WASL,protein-protein
WASL_Y256,WASL,phosphosite-protein
WASL_Y256,WASL,phosphosite-protein
WASL_Y256,WASL,phosphosite-protein
WASL_S484,WASL,phosphosite-protein
WASL_S485,WASL,phosphosite-protein
LMNB1,LMNA,protein-protein
LMNA_S390,LMNA,phosphosite-protein
LMNA_S390,LMNA,phosphosite-protein
LMNA_S390,LMNA,phosphosite-protein
LMNB2,LMNA,protein-protein
LMNA_S22,LMNA,phosphosite-protein
LMNA_S22,LMNA,phosphosite-protein
LMNA_S22,LMNA,phosphosite-protein
LMNA_S22,LMNA,phosphosite-protein
EMD,LMNA,protein-protein
LMNA_S404,LMNA,phosphosite-protein
LMNA_S392,LMNA,phosphosite-protein
LMNA_S392,LMNA,phosphosite-protein
LMNA_S403,LMNA,phosphosite-protein
LMNA_S403,LMNA,phosphosite-protein
LMNA_S403,LMNA,phosphosite-protein
LMNA_S407,LMNA,phosphosite-protein
LMNA_S277,LMNA,phosphosite-protein
LMNA_S277,LMNA,phosphosite-protein
LMNA_S277,LMNA,phosphosite-protein
LMNA_S414,LMNA,phosphosite-protein
LMNA_S414,LMNA,phosphosite-protein
LMNA_S414,LMNA,phosphosite-protein
LMNA_S414,LMNA,phosphosite-protein
PAK4,SSH1,protein-protein
SSH1_S937,SSH1,phosphosite-protein
SSH1_S937,SSH1,phosphosite-protein
SSH1_S937,SSH1,phosphosite-protein
SSH1_S937,SSH1,phosphosite-protein
GSK3B,ADD2_S613,kinase-substrate
CDK7,CTR9_S943,kinase-substrate
CSNK2A1,CTR9_S943,kinase-substrate
HNRNPC_S306,HNRNPC,phosphosite-protein
HNRNPC_S306,HNRNPC,phosphosite-protein
PTGES3,HNRNPC,protein-protein
HNRNPA1,HNRNPC,protein-protein
HSP90AA1,HNRNPC,protein-protein
DKC1,HNRNPC,protein-protein
HNRNPD,HNRNPC,protein-protein
HNRNPK,HNRNPC,protein-protein
HNRNPC_S260,HNRNPC,phosphosite-protein
HNRNPC_S260,HNRNPC,phosphosite-protein
HNRNPC_S260,HNRNPC,phosphosite-protein
HNRNPC_S299,HNRNPC,phosphosite-protein
HNRNPC_S299,HNRNPC,phosphosite-protein
HNRNPC_S299,HNRNPC,phosphosite-protein
PRKACA,HSPB6_S16,kinase-substrate
PRKD1,HSPB6_S16,kinase-substrate
MAPK7,SENP3_S232,kinase-substrate
CAMK2A,RIMS1_S1280,kinase-substrate
SUDS3,SIN3A,protein-protein
XPC,MSH2,protein-protein
LEO1,SSRP1,protein-protein
AKT1,HSP90AA1,protein-protein
MTOR,HSP90AA1,protein-protein
IKBKB,HSP90AA1,protein-protein
RAF1,HSP90AA1,protein-protein
HSPA1B,HSP90AA1,protein-protein
HSP90AB1,HSP90AA1,protein-protein
STAT3,HSP90AA1,protein-protein
SUGT1,HSP90AA1,protein-protein
PTGES3,HSP90AA1,protein-protein
HNRNPC,HSP90AA1,protein-protein
SGTA,HSP90AA1,protein-protein
DKC1,HSP90AA1,protein-protein
NCL,HSP90AA1,protein-protein
HSPA4,HSP90AA1,protein-protein
CDC37,HSP90AA1,protein-protein
HSPA8,HSP90AA1,protein-protein
STUB1,HSP90AA1,protein-protein
HSP90AA1_S263,HSP90AA1,phosphosite-protein
RPS6KB1,HSP90AA1,protein-protein
EGFR,HSP90AA1,protein-protein
PDPK1,HSP90AA1,protein-protein
SRC,HSP90AA1,protein-protein
CSNK2A1,STRN3_S257,kinase-substrate
AURKB,SSH3_S37,kinase-substrate
MAPK3,FOXO3_S425,kinase-substrate
MAPK14,FOXO3_S425,kinase-substrate
MAPK8,FOXO3_S425,kinase-substrate
GSK3B,FOXO3_S425,kinase-substrate
GSK3A,FOXO3_S425,kinase-substrate
MAPK1,FOXO3_S425,kinase-substrate
SGK1,FOXO3_S425,kinase-substrate
IKBKB,FOXO3_S425,kinase-substrate
CHUK,FOXO3_S425,kinase-substrate
PDK1,FOXO3_S425,kinase-substrate
GSK3B,FBXO4_S12,kinase-substrate
HSP90AA1,SGTA,protein-protein
HSPA4,SGTA,protein-protein
HSPA8,SGTA,protein-protein
BAG6,SGTA,protein-protein
SGTA_T81,SGTA,phosphosite-protein
SGTA_T81,SGTA,phosphosite-protein
SGTA_S84,SGTA,phosphosite-protein
LMNB2_S37,LMNB2,phosphosite-protein
LMNB1,LMNB2,protein-protein
LMNA,LMNB2,protein-protein
PRKCB,SLC12A5_S963,kinase-substrate
PRKCA,SLC12A5_S963,kinase-substrate
ARAF,RBM10_S89,kinase-substrate
CLK1,SRRM2_S1103,kinase-substrate
CDK1,BRAP_S117,kinase-substrate
CTR9,SSRP1,protein-protein
DAXX,USP7,protein-protein
AKT1,FOXO3,protein-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
FOXO3_S425,FOXO3,phosphosite-protein
YWHAE,FOXO3,protein-protein
YWHAQ,FOXO3,protein-protein
YWHAZ,FOXO3,protein-protein
CTNNB1,FOXO3,protein-protein
HDAC2,FOXO3,protein-protein
PURB_S304,PURB,phosphosite-protein
PURA,PURB,protein-protein
PURB_S100,PURB,phosphosite-protein
CDC16,BUB3,protein-protein
ANAPC1,BUB3,protein-protein
CDC23,BUB3,protein-protein
BUB3_S211,BUB3,phosphosite-protein
BUB3_S211,BUB3,phosphosite-protein
BUB3_S211,BUB3,phosphosite-protein
MAPK14,MEF2A_S408,kinase-substrate
CDK5,MEF2A_S408,kinase-substrate
XPC,RAD23B,protein-protein
SRRM2_T1939,SRRM2,phosphosite-protein
SRRM2_T1511,SRRM2,phosphosite-protein
SRRM2_S1519,SRRM2,phosphosite-protein
SRRM2_S2426,SRRM2,phosphosite-protein
SRRM2_S1693,SRRM2,phosphosite-protein
SRRM2_T2034,SRRM2,phosphosite-protein
SRRM2_S1501,SRRM2,phosphosite-protein
SRRM2_T251,SRRM2,phosphosite-protein
SRRM2_S2030,SRRM2,phosphosite-protein
SRRM2_S2030,SRRM2,phosphosite-protein
SRRM2_S972,SRRM2,phosphosite-protein
SRRM2_T2069,SRRM2,phosphosite-protein
SRRM2_S2032,SRRM2,phosphosite-protein
SRRM2_T983,SRRM2,phosphosite-protein
SRRM2_S839,SRRM2,phosphosite-protein
SRRM2_S2100,SRRM2,phosphosite-protein
SRRM2_S2102,SRRM2,phosphosite-protein
SRRM2_S2102,SRRM2,phosphosite-protein
SRRM2_S1972,SRRM2,phosphosite-protein
SRRM2_S2067,SRRM2,phosphosite-protein
SRRM2_S1691,SRRM2,phosphosite-protein
SRRM2_S1672,SRRM2,phosphosite-protein
SRRM2_S1674,SRRM2,phosphosite-protein
SRRM2_S1923,SRRM2,phosphosite-protein
SRRM2_S1923,SRRM2,phosphosite-protein
SRRM2_S1694,SRRM2,phosphosite-protein
SRRM2_S1329,SRRM2,phosphosite-protein
SRRM2_S1925,SRRM2,phosphosite-protein
SRRM2_T1927,SRRM2,phosphosite-protein
SRRM2_S250,SRRM2,phosphosite-protein
SRRM2_S1762,SRRM2,phosphosite-protein
SRRM2_S2702,SRRM2,phosphosite-protein
SRRM1,SRRM2,protein-protein
SRRM2_S2046,SRRM2,phosphosite-protein
SRRM2_S1764,SRRM2,phosphosite-protein
SRRM2_S2042,SRRM2,phosphosite-protein
SRRM2_S2044,SRRM2,phosphosite-protein
SRRM2_S1103,SRRM2,phosphosite-protein
SRRM2_S1499,SRRM2,phosphosite-protein
SRRM2_S1499,SRRM2,phosphosite-protein
SRRM2_T866,SRRM2,phosphosite-protein
SRRM2_T2409,SRRM2,phosphosite-protein
SRRM2_S837,SRRM2,phosphosite-protein
SRRM2_S914,SRRM2,phosphosite-protein
SRRM2_S1975,SRRM2,phosphosite-protein
SRRM2_S1869,SRRM2,phosphosite-protein
SRRM2_S2581,SRRM2,phosphosite-protein
SRRM2_T810,SRRM2,phosphosite-protein
SRRM2_T792,SRRM2,phosphosite-protein
SRRM2_T1003,SRRM2,phosphosite-protein
SRRM2_S1675,SRRM2,phosphosite-protein
SRRM2_T1043,SRRM2,phosphosite-protein
SRRM2_S454,SRRM2,phosphosite-protein
SRRM2_S1854,SRRM2,phosphosite-protein
SRRM2_S1326,SRRM2,phosphosite-protein
SRRM2_S780,SRRM2,phosphosite-protein
PRPF3,SRRM2,protein-protein
SRRM2_S1857,SRRM2,phosphosite-protein
SNW1,SRRM2,protein-protein
SRRM2_S1601,SRRM2,phosphosite-protein
SRRM2_S248,SRRM2,phosphosite-protein
SRRM2_S377,SRRM2,phosphosite-protein
SRRM2_S353,SRRM2,phosphosite-protein
SRRM2_S297,SRRM2,phosphosite-protein
SRRM2_S2740,SRRM2,phosphosite-protein
SRRM2_T2738,SRRM2,phosphosite-protein
SRRM2_S954,SRRM2,phosphosite-protein
SRRM2_S1916,SRRM2,phosphosite-protein
SRRM2_T1974,SRRM2,phosphosite-protein
SRRM2_S2020,SRRM2,phosphosite-protein
SRRM2_T2022,SRRM2,phosphosite-protein
